diagnostic,phase,candidate_code,candidate_name,raw_votes,vote_pct,status,pod,votes_from_pod,pod_total_votes,pct_of_pod,finalist_national_total,pct_of_finalist_total,eliminated_code,eliminated_name,winnowing_point,transfer_type,dest_code,dest_name,transferred_votes,pct_of_eliminated_total,candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,winner,margin,margin_pct,lock_order,locked,rp_winner_overall
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_A,surplus,BE,NAT,49.2834,2.82,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_BD,surplus,CO,LIB,209.6676,2.62,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_BD,surplus,DH,REF,191.7728,2.39,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_C,surplus,CO,LIB,111.2219,3.25,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_C,surplus,DH,REF,110.8421,3.24,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Pod_C,surplus,MW,SD,109.3077,3.2,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Retail_Six,surplus,MRJ,STY,16.8199,5.1,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Retail_Six,surplus,JR,PRG,14.4209,4.37,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,LK,CTR,After_Retail_Six,surplus,DH,REF,14.1132,4.28,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_A,surplus,MW,SD,53.3854,3.1,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_A,surplus,DH,REF,42.7363,2.48,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_A,surplus,LK,CTR,36.4185,2.11,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_BD,surplus,MW,SD,86.6035,1.09,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_BD,surplus,DH,REF,80.625,1.02,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_BD,surplus,LK,CTR,69.3311,0.88,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_C,surplus,DH,REF,79.2924,2.33,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_C,surplus,RH,CON,77.7411,2.28,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Pod_C,surplus,MW,SD,76.6903,2.25,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Retail_Six,surplus,CO,LIB,10.341,3.78,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Retail_Six,surplus,ZN,DSA,10.1991,3.73,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MRJ,STY,After_Retail_Six,surplus,RH,CON,7.9949,2.92,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_A,surplus,CO,LIB,83.7542,4.8,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_A,surplus,JR,PRG,69.6837,3.99,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_A,surplus,DH,REF,61.0488,3.5,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_BD,surplus,CO,LIB,137.6969,1.73,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_BD,surplus,LK,CTR,118.6431,1.49,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_BD,surplus,DH,REF,103.3055,1.3,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_C,surplus,CO,LIB,123.4055,3.69,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_C,surplus,DH,REF,108.0036,3.23,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Pod_C,surplus,JR,PRG,100.5515,3.01,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Retail_Six,surplus,CO,LIB,10.2158,3.81,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Retail_Six,surplus,JR,PRG,6.5609,2.45,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,MW,SD,After_Retail_Six,surplus,MRJ,STY,6.4328,2.4,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_A,surplus,LK,CTR,40.4654,2.37,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_A,surplus,DH,REF,35.0022,2.05,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_A,surplus,BE,NAT,32.6253,1.91,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_BD,surplus,DH,REF,57.5654,0.73,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_BD,surplus,LK,CTR,55.1293,0.7,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_BD,surplus,MRJ,STY,52.8156,0.67,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_C,surplus,LK,CTR,120.5393,3.48,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_C,surplus,DH,REF,117.8568,3.4,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Pod_C,surplus,MW,SD,89.0665,2.57,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Retail_Six,surplus,BE,NAT,3.9506,1.63,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Retail_Six,surplus,CO,LIB,2.282,0.94,,,,,,,,,,
transfer_analysis,,,,,,,,,,,,,RH,CON,After_Retail_Six,surplus,JR,PRG,2.1652,0.9,,,,,,,,,,
condorcet,,,,,,,,,,,,,,,,,,,,,CO,MW,20335.7653,25295.377,MW,4959.6117,10.8689,1.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,CO,MRJ,20612.5607,25018.5815,MRJ,4406.0208,9.6557,2.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,CO,LK,20860.9288,24770.2134,LK,3909.2846,8.5671,3.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,CO,RH,21405.7669,24225.3754,RH,2819.6085,6.1791,4.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,MW,RH,23275.9489,22355.1934,MW,920.7555,2.0178,5.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,MRJ,RH,23165.4838,22465.6584,MRJ,699.8254,1.5337,6.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,LK,RH,23081.0108,22550.1315,LK,530.8793,1.1634,7.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,LK,MRJ,22570.8387,23060.3036,MRJ,489.4649,1.0727,8.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,LK,MW,22573.9988,23057.1434,MW,483.1446,1.0588,9.0,True,MRJ
condorcet,,,,,,,,,,,,,,,,,,,,,MRJ,MW,22828.9893,22802.153,MRJ,26.8363,0.0588,10.0,True,MRJ
