variable,domain,type,stat_label,question,overall,CON,SD,STY,REF,CTR,LIB,CON/CTR,CON/SD,CON/STY,SD/STY,SD/CON,SD/CTR,SD/LIB,STY/REF,STY/SD,STY/CON,REF/STY,CON/REF,CON/NAT,LIB/CTR,REF/SD,CTR/LIB,PRG/DSA,cond_chamber,irv_chamber,cond_pure_chamber,irv_pure_chamber,cond_bloc1,cond_bloc2,cond_bloc3,cond_bloc4,irv_bloc1,irv_bloc2,irv_bloc3,irv_bloc4
CC24_440b,Racial & Gender,likert5_dist,% Agree,"Racial problems in the U.S. are rare, isolated situations",17.26,28.98,7.11,12.49,27.56,24.28,1.89,27.2086,19.2369,22.0542,8.894,17.5901,15.695,4.5,19.2715,9.8,19.213,22.0007,28.5398,33.047,10.846,18.3575,13.085,0.012,17.3279,17.4754,17.4753,19.0804,19.2715,23.814,10.2771,6.4575,28.7049,21.1169,22.7895,8.007
CC24_440b,Racial & Gender,likert5_dist,% Neither,"Racial problems in the U.S. are rare, isolated situations",17.16,25.12,13.28,23.36,24.51,22.94,7.89,24.2984,19.8453,24.3808,16.6225,18.9537,18.11,10.585,23.8775,18.32,24.0776,24.0858,24.9309,20.9354,13.91,19.4565,15.415,0.316,20.2129,19.8271,20.4073,20.9902,23.8775,23.0741,19.2138,12.6062,25.0018,24.2464,21.832,15.0978
CC24_440b,Racial & Gender,likert5_dist,% Disagree,"Racial problems in the U.S. are rare, isolated situations",27.21,23.28,40.09,29.57,17.6,26.84,38.83,24.6218,30.7689,25.9218,36.6016,32.0346,33.465,39.46,24.1835,34.83,27.0056,22.0157,21.5192,15.4155,34.034,27.7205,32.835,22.157,30.3353,30.0587,30.7227,29.3431,24.1835,26.068,33.8971,39.9325,22.1795,25.8127,28.0291,37.9777
CC24_440b,Racial & Gender,likert5_dist,% Strongly Disagree,"Racial problems in the U.S. are rare, isolated situations",28.78,10.48,37.83,28.32,12.62,15.86,51.26,12.5077,22.6644,17.9728,34.6765,24.7239,26.845,44.545,21.255,33.075,21.0466,18.4117,11.1434,6.119,37.1,23.9645,33.56,77.515,24.7433,25.2593,24.1827,22.3255,21.255,16.6542,32.2317,39.5088,10.8946,19.0321,18.1351,36.3757
CC24_440c,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women seek to gain power by getting control over men,3.5378,3.0973,3.918,3.326,2.8228,3.2341,4.4205,3.1489,3.4629,3.1934,3.7217,3.5247,3.5761,4.1692,3.0996,3.622,3.2328,3.0084,3.0122,2.8595,3.9459,3.3156,3.8273,4.8008,3.4458,3.4687,3.4345,3.3718,3.0996,3.2229,3.5695,3.9808,3.0441,3.1843,3.3227,3.8171
CC24_440c,Racial & Gender,likert5_dist,% Strongly Agree,Women seek to gain power by getting control over men,7.14,8.44,2.19,7.74,14.85,9.59,0.76,8.8734,5.6556,8.146,4.0304,5.185,5.89,1.475,10.9395,4.965,8.0254,12.2271,10.4271,13.4576,4.292,9.153,5.175,0.021,6.4599,6.3927,6.8059,7.4104,10.9395,8.1155,5.4572,2.0112,9.6819,8.5915,7.1045,3.239
CC24_440c,Racial & Gender,likert5_dist,% Agree,Women seek to gain power by getting control over men,15.54,22.43,8.93,16.76,26.22,19.62,2.69,21.3709,16.4157,20.0486,11.5264,15.3992,14.275,5.81,21.017,12.845,19.0717,22.7302,23.6049,26.2569,9.462,18.4395,11.155,0.136,16.312,16.1105,16.3308,17.4157,21.017,20.0715,13.5393,8.15,23.1643,20.0472,18.6245,10.2779
CC24_440c,Racial & Gender,likert5_dist,% Neither,Women seek to gain power by getting control over men,26.67,34.84,25.2,34.32,33.23,29.78,13.23,32.9329,30.5454,34.6216,28.2242,29.8195,27.49,19.215,33.8295,29.76,34.532,33.6321,34.3409,33.1691,19.85,29.6165,21.505,3.95,30.4867,29.8088,30.1939,30.6961,33.8295,32.9052,30.5687,23.7038,34.5281,34.4746,31.5915,26.623
CC24_440c,Racial & Gender,likert5_dist,% Disagree,Women seek to gain power by getting control over men,17.71,19.53,22.25,17.54,13.17,19.83,20.37,19.6431,20.7418,18.6942,20.6882,20.9466,21.04,21.31,15.5735,19.895,18.3513,14.7821,17.5584,15.1102,20.154,17.256,20.1,11.54,19.6674,19.6095,19.9567,19.5422,15.5735,19.2214,19.4774,22.015,18.2978,18.1169,20.2505,21.2632
CC24_440c,Racial & Gender,likert5_dist,% Strongly Disagree,Women seek to gain power by getting control over men,32.94,14.76,41.43,23.64,12.52,21.18,62.94,17.1797,26.6415,18.4896,35.5308,28.6497,31.305,52.185,18.636,32.535,20.0196,16.6222,14.0656,12.0062,46.236,25.5295,42.06,84.353,27.0732,28.0777,26.7125,24.9349,18.636,19.6856,30.9574,44.1188,14.326,18.769,22.429,38.5966
CC24_440d,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women are too easily offended,3.2044,2.5764,3.7287,3.1194,2.4685,2.8954,4.1691,2.6966,3.0897,2.8045,3.5267,3.1765,3.3121,3.9489,2.8265,3.4241,2.898,2.7086,2.543,2.3342,3.6596,3.0356,3.5322,4.6632,3.1237,3.144,3.1361,3.0507,2.8265,2.8075,3.37,3.7838,2.5555,2.8238,2.9149,3.6224
CC24_440d,Racial & Gender,likert5_dist,% Strongly Agree,Women are too easily offended,12.16,17.09,3.43,10.4,22.69,14.7,1.56,16.1892,11.0045,14.2802,5.7413,9.9759,9.065,2.495,15.9305,6.915,13.1275,18.1562,18.826,25.1309,6.816,14.023,8.13,0.14,11.0027,10.9573,10.8996,12.1208,15.9305,14.7893,7.5331,3.1962,18.175,14.3631,13.3183,4.745
CC24_440d,Racial & Gender,likert5_dist,% Agree,Women are too easily offended,22.7,34.93,14.04,22.34,32.76,28.29,7.62,32.4274,25.6235,29.6422,16.7923,24.0505,21.165,10.83,27.029,18.19,27.4729,28.9161,34.2573,35.3024,15.888,24.336,17.955,1.592,24.2258,24.0479,23.9122,25.3578,27.029,30.0658,18.926,13.2375,34.5096,28.8451,28.6428,15.4749
CC24_440d,Racial & Gender,likert5_dist,% Neither,Women are too easily offended,23.45,27.89,23.74,31.05,27.48,25.0,15.79,26.8008,26.0412,29.2172,26.164,25.7287,24.37,19.765,29.4435,27.395,29.7617,28.797,27.7629,25.3959,19.474,25.797,20.395,6.9,26.5769,25.9654,26.3496,26.4776,29.4435,27.356,28.0432,22.7462,27.8106,29.3457,26.3677,24.932
CC24_440d,Racial & Gender,likert5_dist,% Disagree,Women are too easily offended,15.93,13.42,23.82,17.34,9.15,16.79,22.43,14.6902,18.0532,15.0664,21.6712,18.8363,20.305,23.125,13.6545,20.58,15.7418,12.1713,12.0963,9.353,20.174,15.7515,19.61,14.549,17.7905,17.7003,18.3588,17.4139,13.6545,15.1822,20.0054,23.6463,12.5927,14.9436,16.5613,22.4997
CC24_440d,Racial & Gender,likert5_dist,% Strongly Disagree,Women are too easily offended,25.76,6.67,34.97,18.87,7.92,15.22,52.61,9.8925,19.2776,11.794,29.6312,21.4086,25.095,43.79,13.9425,26.92,13.8961,11.9595,7.0575,4.8178,37.654,20.0925,33.915,76.816,20.4045,21.3294,20.4798,18.6298,13.9425,12.6067,25.4923,37.175,6.9122,12.5024,15.1099,32.3487
CC24_441a,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Minorities should work their way up without special favors,2.7418,1.8511,3.4333,2.8818,1.9589,2.2248,3.8451,1.9919,2.556,2.284,3.2504,2.6751,2.8291,3.6392,2.4665,3.1576,2.4616,2.2994,1.8845,1.6738,3.197,2.6224,3.035,4.59,2.6643,2.6742,2.6616,2.5508,2.4665,2.212,3.1086,3.4848,1.872,2.344,2.3048,3.3375
CC24_441a,Racial & Gender,likert5_dist,% Strongly Agree,Minorities should work their way up without special favors,27.84,45.52,7.78,18.16,45.72,35.88,5.13,41.8867,28.7068,34.0288,11.222,25.865,21.83,6.455,30.562,12.97,29.3147,35.5531,45.582,55.3788,17.43,28.647,20.505,0.633,25.9491,26.1896,25.4839,28.4267,30.562,36.8027,13.8905,7.4488,45.5588,32.6653,34.5712,9.7426
CC24_441a,Racial & Gender,likert5_dist,% Agree,Minorities should work their way up without special favors,20.7,31.17,15.63,20.46,25.41,27.98,10.36,29.9677,24.2469,26.6718,17.2316,23.0768,21.805,12.995,22.6875,18.045,24.8265,23.5839,29.3844,26.6473,17.408,21.009,19.17,1.971,22.7782,22.6987,23.1435,23.9592,22.6875,27.2268,18.4733,14.9712,30.054,25.7002,26.7973,16.4171
CC24_441a,Racial & Gender,likert5_dist,% Neither,Minorities should work their way up without special favors,19.78,17.97,26.83,32.69,20.85,20.83,16.62,19.0479,21.9171,24.1524,28.7732,22.5843,23.83,21.725,27.362,29.76,26.6887,25.2178,18.8628,14.5302,18.304,23.541,18.725,6.081,24.0418,23.2077,24.5335,23.6661,27.362,21.1218,30.2797,25.5538,18.528,25.11,20.6442,27.6657
CC24_441a,Racial & Gender,likert5_dist,% Disagree,Minorities should work their way up without special favors,12.79,3.38,24.99,12.42,3.29,8.38,30.65,5.2645,13.0073,7.1768,20.8218,14.6345,16.685,27.82,8.3115,18.705,8.7344,6.6581,3.3521,2.1256,21.742,13.055,19.515,20.4,13.3597,13.3094,13.401,11.9976,8.3115,7.6763,17.5903,25.6975,3.3626,7.6255,9.5589,22.69
CC24_441a,Racial & Gender,likert5_dist,% Strongly Disagree,Minorities should work their way up without special favors,18.89,1.96,24.77,16.27,4.73,6.93,37.24,3.8332,12.1219,7.9702,21.9514,13.8394,15.85,31.005,11.077,20.52,10.4358,8.9871,2.8187,1.3181,25.116,13.748,22.085,70.922,13.8712,14.5947,13.438,11.9504,11.077,7.1724,19.7662,26.3288,2.4967,8.8989,8.4285,23.4848
CC24_441b,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Slavery/discrimination makes it hard for Blacks to rise,2.9061,3.8116,2.176,2.5874,3.7137,3.1982,1.829,3.5804,3.0829,3.2974,2.3124,2.9598,2.6871,2.0025,3.0942,2.3817,3.0865,3.2982,3.7813,4.1338,2.3767,3.0217,2.5136,1.2805,2.9294,2.9232,2.8761,3.0065,3.0942,3.4054,2.4182,2.1326,3.7927,3.2284,3.303,2.2462
CC24_441b,Racial & Gender,likert5_dist,% Strongly Agree,Slavery/discrimination makes it hard for Blacks to rise,24.54,4.68,33.08,24.54,7.47,14.11,47.43,8.2342,17.3322,13.0212,30.2481,19.4707,23.595,40.255,16.8585,28.81,16.4431,13.7671,5.5449,2.7886,34.102,18.9945,30.77,76.916,20.0302,20.7006,20.3122,18.2139,16.8585,11.584,28.0527,34.8738,5.2206,14.2311,13.2976,31.8456
CC24_441b,Racial & Gender,likert5_dist,% Agree,Slavery/discrimination makes it hard for Blacks to rise,21.68,12.69,36.06,25.76,12.38,22.93,35.24,16.5495,23.1013,18.1794,32.6445,24.8611,29.495,35.65,19.739,30.91,20.4314,17.3159,12.5939,8.1477,30.316,23.036,29.085,19.984,24.1482,23.9171,25.5902,23.7414,19.739,18.0404,29.9966,35.9575,12.6299,18.8147,20.2128,34.0048
CC24_441b,Racial & Gender,likert5_dist,% Neither,Slavery/discrimination makes it hard for Blacks to rise,15.46,17.7,16.43,26.75,21.33,17.3,7.86,17.5492,17.1342,21.501,19.8521,17.0386,16.865,12.145,24.311,21.59,23.0603,23.3294,18.8253,13.5056,11.636,19.125,12.58,1.806,18.9557,18.246,19.0296,18.9537,24.311,18.6785,22.5051,15.3588,18.4033,22.2292,17.3184,18.1957
CC24_441b,Racial & Gender,likert5_dist,% Disagree,Slavery/discrimination makes it hard for Blacks to rise,15.3,26.66,9.04,12.3,18.95,20.33,5.93,24.2742,18.8103,20.6288,10.121,17.4835,14.685,7.485,15.2925,10.67,18.1546,16.4968,24.2699,24.0189,11.69,14.4905,13.13,0.699,16.5825,16.6306,16.3035,17.3524,15.2925,21.6524,10.9591,8.6512,25.1662,19.327,21.23,9.5852
CC24_441b,Racial & Gender,likert5_dist,% Strongly Disagree,Slavery/discrimination makes it hard for Blacks to rise,23.02,38.27,5.39,10.65,39.87,25.32,3.54,33.3891,23.622,26.6696,7.1342,21.1461,15.355,4.465,23.799,8.02,21.9107,29.0907,38.766,51.5441,12.252,24.354,14.43,0.588,20.2828,20.5045,18.7616,21.7361,23.799,30.0439,8.4864,5.1587,38.58,25.398,27.9394,6.3687
CC24_441e,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",I resent when Whites deny racial discrimination exists,2.1841,2.7095,1.833,2.1083,2.9195,2.2492,1.5169,2.536,2.319,2.457,1.9243,2.253,2.0411,1.6749,2.4733,1.9707,2.3534,2.6202,2.7746,3.3623,1.8098,2.4306,1.883,1.2522,2.2502,2.2366,2.1854,2.2737,2.4733,2.5077,1.9951,1.7935,2.7502,2.4424,2.4141,1.8774
CC24_441e,Racial & Gender,likert5_dist,% Strongly Agree,I resent when Whites deny racial discrimination exists,41.59,22.35,48.78,39.0,19.79,37.89,66.82,28.207,34.1246,29.343,45.537,36.1147,43.335,57.8,30.3555,43.89,32.2118,26.8766,21.5564,12.2511,55.248,32.8355,52.355,81.638,36.5362,37.3532,38.4269,35.9775,30.3555,28.7313,43.0228,51.035,21.854,29.9899,31.5465,47.4166
CC24_441e,Racial & Gender,likert5_dist,% Agree,I resent when Whites deny racial discrimination exists,21.07,18.86,26.1,23.88,18.51,24.76,20.3,21.0837,22.0854,20.9684,25.3638,22.6306,25.43,23.2,21.4635,24.99,21.8333,20.491,18.7515,12.5929,22.084,21.9255,22.53,13.374,22.5317,22.3692,23.8441,23.1114,21.4635,20.8164,24.7931,25.375,18.7922,21.1951,21.665,25.4813
CC24_441e,Racial & Gender,likert5_dist,% Neither,I resent when Whites deny racial discrimination exists,23.23,36.35,20.14,28.11,31.05,22.04,9.82,30.9566,29.1284,32.8892,22.7829,27.9078,21.09,14.98,29.433,24.125,31.4694,29.9654,34.707,32.3516,14.708,26.1405,15.93,3.745,27.428,26.7731,25.3361,26.5443,29.433,31.6839,24.8318,18.85,35.3231,32.0765,29.8783,21.388
CC24_441e,Racial & Gender,likert5_dist,% Disagree,I resent when Whites deny racial discrimination exists,5.57,10.35,2.98,5.32,11.27,5.18,0.47,8.4014,7.0667,8.2374,3.7559,6.5117,4.08,1.725,7.9975,4.15,7.3707,9.075,10.6352,12.2757,2.354,7.5395,2.825,0.628,6.3777,6.2679,5.549,6.2922,7.9975,8.4805,4.3575,2.6662,10.5282,8.053,7.64,3.3626
CC24_441e,Racial & Gender,likert5_dist,% Strongly Disagree,I resent when Whites deny racial discrimination exists,8.54,12.08,2.0,3.69,19.38,10.13,2.58,11.345,7.5894,8.5562,2.5604,6.8303,6.065,2.29,10.7505,2.845,7.1106,13.592,14.343,30.5236,5.6,11.559,6.355,0.619,7.1227,7.233,6.8422,8.0724,10.7505,10.282,2.9949,2.0725,13.4944,8.681,9.2644,2.3511
CC24_441f,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites get away with offenses that African Americans wouldn't,2.2467,2.9596,1.8294,2.0119,2.9934,2.4389,1.5717,2.7633,2.4561,2.5616,1.8899,2.371,2.1341,1.7006,2.4536,1.9206,2.3983,2.6313,2.9701,3.6141,1.9186,2.4696,2.0053,1.2597,2.3286,2.3255,2.2667,2.3706,2.4536,2.6691,1.9368,1.7972,2.9662,2.5164,2.5913,1.8573
CC24_441f,Racial & Gender,likert5_dist,% Strongly Agree,Whites get away with offenses that African Americans wouldn't,41.13,22.66,47.07,41.58,22.87,33.89,64.85,26.8926,33.5347,30.6064,45.2495,35.3727,40.48,55.96,33.1605,44.325,33.8663,29.7721,22.7251,12.223,52.466,33.76,49.37,78.444,36.5012,37.0014,37.3349,35.2076,33.1605,28.8559,43.8382,49.2925,22.7007,31.5754,30.6105,46.5438
CC24_441f,Racial & Gender,likert5_dist,% Agree,Whites get away with offenses that African Americans wouldn't,23.28,16.64,31.63,27.66,16.5,26.39,22.05,20.3148,23.318,21.2684,30.3135,24.4468,29.01,26.84,22.638,29.645,23.1671,20.6169,16.5966,12.5044,23.786,23.3085,24.22,18.068,24.3593,24.154,26.3684,24.9578,22.638,20.5978,29.2929,30.4325,16.6129,21.8131,22.0187,30.5483
CC24_441f,Racial & Gender,likert5_dist,% Neither,Whites get away with offenses that African Americans wouldn't,17.45,25.87,15.35,22.55,25.5,16.06,7.51,22.1726,21.1833,24.4756,17.7375,20.3912,15.705,11.43,23.8775,18.95,23.9036,24.4117,25.7553,19.6666,10.93,20.9325,11.785,2.961,20.594,20.0169,19.0261,19.9318,23.8775,23.2475,19.5885,14.37,25.7983,24.2806,21.579,16.5238
CC24_441f,Racial & Gender,likert5_dist,% Disagree,Whites get away with offenses that African Americans wouldn't,6.08,11.74,3.21,4.42,8.7,9.29,2.25,10.8166,7.9399,8.6656,3.6112,7.2976,6.25,2.73,6.346,3.815,7.4044,7.1211,10.7976,12.8425,5.066,6.2295,5.77,0.147,6.8807,6.958,6.8484,7.3873,6.346,9.3858,3.9223,3.09,11.151,8.0688,9.2182,3.4184
CC24_441f,Racial & Gender,likert5_dist,% Strongly Disagree,Whites get away with offenses that African Americans wouldn't,12.06,23.09,2.75,3.79,26.44,14.38,3.34,19.8072,14.0285,14.984,3.0949,12.4969,8.565,3.045,13.9825,3.27,11.6586,18.0844,24.1285,42.7586,7.756,15.7795,8.86,0.384,11.669,11.8742,10.4284,12.5216,13.9825,17.9161,3.3622,2.8238,23.7391,14.2628,16.5778,2.9734
CC24_441g,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites don't understand the problems African Americans face,2.4054,2.9019,2.1455,2.2023,3.0188,2.613,1.9435,2.793,2.5649,2.6081,2.1643,2.508,2.3792,2.0445,2.5697,2.1739,2.4875,2.7176,2.9381,3.4372,2.2113,2.6258,2.2782,1.5261,2.4737,2.4714,2.4447,2.52,2.5697,2.7135,2.1789,2.1203,2.9245,2.5816,2.6658,2.1504
CC24_441g,Racial & Gender,likert5_dist,% Strongly Agree,Whites don't understand the problems African Americans face,30.07,16.56,31.32,33.23,18.11,24.17,42.64,19.4282,23.1356,23.5614,31.9534,24.247,27.745,36.98,26.426,32.275,26.4336,23.6878,17.0405,9.2149,35.252,24.0545,33.405,59.73,26.152,26.4448,26.7278,25.288,26.426,21.0054,32.4444,32.735,16.8603,24.5175,21.51,32.0501
CC24_441g,Racial & Gender,likert5_dist,% Agree,Whites don't understand the problems African Americans face,25.71,20.28,32.11,26.85,15.91,28.07,32.09,23.2161,25.5503,23.0394,30.3658,26.4411,30.09,32.1,21.927,29.48,24.1714,19.9458,18.9253,13.126,30.482,23.2,30.08,30.373,25.9974,26.1227,27.4851,26.201,21.927,22.8567,29.0136,32.1075,19.4333,23.0427,24.5415,31.0729
CC24_441g,Racial & Gender,likert5_dist,% Neither,Whites don't understand the problems African Americans face,27.04,34.56,29.65,30.13,33.59,22.86,16.72,30.1503,32.3726,32.6994,29.8092,32.0029,26.255,23.185,31.687,29.89,31.9361,32.3136,34.2593,31.8454,19.176,31.817,19.79,8.129,30.6948,29.9788,28.6908,29.4588,31.687,32.4035,29.9326,28.0338,34.3721,32.4034,31.3185,29.3405
CC24_441g,Racial & Gender,likert5_dist,% Disagree,Whites don't understand the problems African Americans face,7.99,13.63,4.52,6.02,10.78,12.08,5.37,13.0458,9.5715,10.4338,5.0174,8.8855,8.3,4.945,8.162,5.27,9.1226,9.024,12.7465,16.374,8.054,7.963,8.725,1.098,8.6391,8.7475,8.768,9.3169,8.162,11.2557,5.403,4.6262,13.0778,9.8366,11.1223,4.8421
CC24_441g,Racial & Gender,likert5_dist,% Strongly Disagree,Whites don't understand the problems African Americans face,9.19,14.97,2.4,3.76,21.61,12.81,3.18,14.1559,9.3701,10.2618,2.851,8.4235,7.605,2.79,11.7925,3.08,8.3303,15.0251,17.0284,29.4446,7.032,12.9655,7.995,0.67,8.5141,8.7037,8.3233,9.7312,11.7925,12.477,3.2006,2.4975,16.2565,10.195,11.5061,2.6924
CC24_445a,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Race in admissions violates Equal Protection (Agree/Disagree),67.4348,84.8388,55.6298,71.2793,83.6675,79.6506,41.635,82.8834,71.8262,79.1438,60.8192,69.6268,67.6402,48.6324,76.854,63.4546,76.8075,79.0975,84.4757,87.901,56.8412,71.0505,60.6428,19.6706,70.8419,70.2028,71.4676,73.2793,76.854,78.9234,64.8423,53.8804,84.6119,78.3728,76.7603,58.2762
CC24_445b,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Constitution doesn't protect abortion; Roe overruled (Agree/Disagree),53.2276,79.4661,31.314,51.2356,76.8646,64.6591,17.128,73.8853,58.0143,67.6093,37.92,54.3885,47.9865,24.221,62.7686,41.2748,62.7452,67.4101,78.6596,87.0301,36.1404,56.3668,40.8936,6.5757,55.1417,54.7837,54.4182,57.8412,62.7686,68.567,43.0414,29.5408,78.962,65.9918,65.0605,34.7962
CC24_421_1,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Elections in the U.S. are fair,2.3653,2.3808,2.3782,3.0445,3.0863,1.4932,1.4053,2.0463,2.3796,2.6596,2.5991,2.3794,1.9357,1.8918,3.0633,2.7114,2.7739,3.0709,2.5995,2.5913,1.4405,2.7677,1.4493,2.1342,2.4674,2.399,2.2629,2.3133,3.0633,2.4303,2.7704,2.2566,2.5175,2.7459,2.2258,2.4791
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Agree,Elections in the U.S. are fair,25.05,13.55,18.87,9.13,5.47,58.5,67.53,30.4917,15.9201,11.6936,15.6402,16.3207,38.685,43.2,7.483,14.0,10.932,6.8202,11.0452,10.7521,63.918,11.5,63.015,36.174,18.5163,20.7882,27.4145,25.1412,7.483,16.8816,13.1363,24.9525,11.9845,10.8649,22.6763,18.4714
CC24_421_1,Elections & Trust,likert5_dist,% Agree,Elections in the U.S. are fair,37.79,50.43,42.96,26.39,30.9,35.31,27.02,44.7313,47.1021,40.3332,37.4654,46.5396,39.135,34.99,28.4195,34.675,36.1911,29.2363,44.3757,45.3683,30.336,36.327,31.165,37.2,40.2817,40.6239,38.5427,39.2225,28.4195,44.1994,33.2056,40.9675,46.6461,37.6572,45.9646,39.1968
CC24_421_1,Elections & Trust,likert5_dist,% Neither,Elections in the U.S. are fair,18.62,22.27,22.97,31.12,27.32,4.69,3.2,15.6441,22.5818,25.987,25.6725,22.6346,13.83,13.085,29.41,27.045,27.5119,28.7218,23.8355,22.5738,3.796,25.3625,3.945,9.552,22.8483,21.5533,19.1533,19.7653,29.41,22.2095,27.7677,20.4988,23.2484,26.8116,19.3838,23.9581
CC24_421_1,Elections & Trust,likert5_dist,% Disagree,Elections in the U.S. are fair,12.63,11.87,11.89,17.58,22.14,1.37,1.88,7.9125,11.8789,14.2682,13.7768,11.8804,6.63,6.885,19.632,14.735,15.252,20.4578,15.0537,16.6034,1.676,17.5275,1.625,11.193,12.6394,11.9548,10.109,10.9002,19.632,12.4071,15.2396,10.6388,13.8598,15.3261,10.0484,12.6984
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Disagree,Elections in the U.S. are fair,5.9,1.88,3.32,15.76,14.16,0.13,0.36,1.2204,2.5215,7.7096,7.4451,2.63,1.725,1.84,15.04,9.54,10.1011,14.7502,5.6868,4.7073,0.268,9.282,0.245,5.891,5.7124,5.0789,4.7794,4.9696,15.04,4.3009,10.6431,2.95,4.2592,9.3299,1.9293,5.6788
CC24_421_2,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",2024 state/local election was fair,1.9098,1.8351,1.8687,2.8158,2.8203,1.0312,1.0048,1.5321,1.8501,2.247,2.1828,1.8526,1.4499,1.4367,2.8178,2.3422,2.416,2.8186,2.1405,2.0775,1.0154,2.3921,1.018,1.4561,2.0243,1.9416,1.8208,1.8705,2.8178,1.9505,2.4263,1.7607,2.026,2.3703,1.7035,2.0283
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Agree,2024 state/local election was fair,45.45,36.38,32.8,11.83,12.23,96.88,99.52,59.1825,34.7851,26.069,25.8463,34.5155,64.84,66.16,12.01,22.315,21.839,12.0824,28.8935,33.0431,98.464,21.4865,98.2,72.798,34.7587,38.8651,47.7637,45.0737,12.01,36.4615,20.4554,41.14,31.7009,23.0208,46.0247,30.7528
CC24_421_2,Elections & Trust,likert5_dist,% Agree,2024 state/local election was fair,29.21,44.67,47.65,27.22,29.78,3.12,0.48,29.0098,45.9976,37.341,40.8754,46.222,25.385,24.065,28.372,37.435,34.3344,28.8356,40.0541,39.035,1.536,37.8215,1.8,14.533,37.1023,35.7519,29.6708,30.9918,28.372,38.7513,35.6233,41.7537,41.7851,35.3451,38.1743,42.1502
CC24_421_2,Elections & Trust,likert5_dist,% Neither,2024 state/local election was fair,17.39,18.03,19.45,38.72,32.34,0.0,0.0,11.2345,18.6626,26.7198,25.8399,18.7695,9.725,9.725,35.849,29.085,30.2847,34.6936,22.4661,18.3044,0.0,26.5395,0.0,8.319,21.8005,20.0052,17.51,18.1918,35.849,19.9512,30.7938,17.0187,20.8026,28.8355,15.2425,22.6393
CC24_421_2,Elections & Trust,likert5_dist,% Disagree,2024 state/local election was fair,4.8,0.9,0.1,12.03,15.05,0.0,0.0,0.5608,0.5436,5.5746,4.056,0.4834,0.05,0.05,13.389,6.065,7.4923,13.9359,5.2865,6.3635,0.0,8.3225,0.0,2.97,3.6425,3.1284,2.8441,3.3067,13.389,2.9591,7.1229,0.0875,3.6416,7.1966,0.5469,2.4477
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Disagree,2024 state/local election was fair,3.15,0.02,0.0,10.21,10.6,0.0,0.0,0.0125,0.0111,4.2998,3.3856,0.0096,0.0,0.0,10.3855,5.105,6.0555,10.4561,3.2998,3.254,0.0,5.83,0.0,1.383,2.6981,2.251,2.2133,2.4376,10.3855,1.8779,6.0104,0.0,2.0699,5.6067,0.0116,2.0119
CC24_423,Elections & Trust,trust,Weighted mean,Trust in federal government (1=Great deal … 4=None at all),2.7066,2.7572,2.5967,2.7274,3.0608,2.1954,2.4015,2.5455,2.6857,2.7447,2.64,2.6736,2.396,2.4991,2.8774,2.662,2.7395,2.9378,2.8513,2.9629,2.3191,2.852,2.2984,2.7741,2.6721,2.653,2.5417,2.5891,2.8774,2.7105,2.6736,2.5723,2.816,2.766,2.6201,2.6163
CC24_423,Elections & Trust,trust_dist,% Great deal,Trust in federal government (1=Great deal … 4=None at all),6.11,3.15,6.19,5.5,3.06,21.09,10.8,9.9116,4.5043,4.137,5.9612,4.7332,13.64,8.495,4.402,5.845,4.5419,3.9601,3.1221,1.8907,14.916,4.4685,15.945,3.312,5.8955,6.4343,9.8392,8.919,4.402,5.2669,5.7838,6.7662,3.1326,4.2487,7.0176,6.1981
CC24_423,Elections & Trust,trust_dist,% Fair amount,Trust in federal government (1=Great deal … 4=None at all),31.94,30.1,37.91,33.19,16.52,44.12,45.55,35.3841,33.5794,31.3978,36.3448,34.1674,41.015,41.73,25.6885,35.55,31.9302,22.6696,25.8902,21.182,44.978,26.1455,44.835,30.58,33.8208,34.2091,37.0133,35.2373,25.6885,31.5403,35.1314,38.865,27.4689,30.535,34.4576,37.2186
CC24_423,Elections & Trust,trust_dist,% Not very much,Trust in federal government (1=Great deal … 4=None at all),47.11,54.62,45.92,44.39,51.7,28.95,36.34,44.945,50.7442,50.3234,45.4127,50.089,37.435,41.13,47.6795,45.155,48.5608,49.0033,53.7148,55.6686,33.384,49.099,32.645,51.499,47.4585,46.9699,42.2775,43.8547,47.6795,50.0618,45.0194,44.7225,54.0542,49.589,48.0172,45.3192
